Date,High,Low,Open,Close,Volume,Adj Close,variacion,% variacion
2015-01-02,27.860000610351562,26.837499618530273,27.84749984741211,27.332500457763672,212818400.0,24.89855194091797,1.022500991821289,0.03740971278501716
2015-01-05,27.162500381469727,26.352500915527344,27.072500228881836,26.5625,257142000.0,24.19711685180664,0.8099994659423828,0.030494097541360295
2015-01-06,26.857500076293945,26.157499313354492,26.635000228881836,26.565000534057617,263188400.0,24.199399948120117,0.7000007629394531,0.02635048932304813
2015-01-07,27.049999237060547,26.674999237060547,26.799999237060547,26.9375,160423600.0,24.538728713989258,0.375,0.013921113689095127
2015-01-08,28.037500381469727,27.174999237060547,27.3075008392334,27.97249984741211,237458000.0,25.481557846069336,0.8625011444091797,0.03083389575883667
2015-01-09,28.3125,27.552499771118164,28.167499542236328,28.002500534057617,214798000.0,25.508888244628906,0.7600002288818359,0.027140441545836134
2015-01-12,28.157499313354492,27.200000762939453,28.149999618530273,27.3125,198603200.0,24.88033103942871,0.9574985504150391,0.035057155163937356
2015-01-13,28.200000762939453,27.227500915527344,27.857500076293945,27.55500030517578,268367600.0,25.101242065429688,0.9724998474121094,0.035293044334658935
2015-01-14,27.622499465942383,27.125,27.260000228881836,27.450000762939453,195826400.0,25.00558853149414,0.4974994659423828,0.018123841607103425
2015-01-15,27.514999389648438,26.665000915527344,27.5,26.704999923706055,240056000.0,24.32692527770996,0.8499984741210938,0.03182918841226243
2015-01-16,26.895000457763672,26.299999237060547,26.75749969482422,26.497499465942383,314053200.0,24.137907028198242,0.595001220703125,0.02245499510125054
2015-01-20,27.24250030517578,26.625,26.959999084472656,27.18000030517578,199599600.0,24.759626388549805,0.6175003051757812,0.02271892193681076
2015-01-21,27.764999389648438,27.0674991607666,27.237499237060547,27.387500762939453,194303600.0,24.948652267456055,0.6975002288818359,0.02546783055961381
2015-01-22,28.11750030517578,27.43000030517578,27.565000534057617,28.100000381469727,215185600.0,25.597705841064453,0.6875,0.024466191838679305
2015-01-23,28.4375,27.88249969482422,28.075000762939453,28.2450008392334,185859200.0,25.72978973388672,0.5550003051757812,0.019649505706682946
2015-01-26,28.59000015258789,28.200000762939453,28.434999465942383,28.274999618530273,222460000.0,25.757123947143555,0.3899993896484375,0.013793082048101883
2015-01-27,28.1200008392334,27.25749969482422,28.104999542236328,27.28499984741211,382274800.0,24.855283737182617,0.8625011444091797,0.031610817270757104
2015-01-28,29.530000686645508,28.827499389648438,29.407499313354492,28.827499389648438,585908400.0,26.260419845581055,0.7025012969970703,0.024369137520451355
2015-01-29,29.797500610351562,28.889999389648438,29.079999923706055,29.725000381469727,337745600.0,27.0779972076416,0.907501220703125,0.03052989769745646
2015-01-30,30.0,29.212499618530273,29.600000381469727,29.290000915527344,334982000.0,26.68173599243164,0.7875003814697266,0.026886321504082076
2015-02-02,29.792499542236328,29.020000457763672,29.512500762939453,29.657499313354492,250956400.0,27.016510009765625,0.7724990844726562,0.02604734392170439
2015-02-03,29.772499084472656,29.40250015258789,29.625,29.662500381469727,207662800.0,27.021060943603516,0.3699989318847656,0.012473625861827391
2015-02-04,30.127500534057617,29.577499389648438,29.625,29.889999389648438,280598800.0,27.22830581665039,0.5500011444091797,0.018400841607231922
2015-02-05,30.0575008392334,29.8125,30.0049991607666,29.985000610351562,168984800.0,27.422645568847656,0.24500083923339844,0.008170779864810745
2015-02-06,30.0625,29.612499237060547,30.0049991607666,29.732500076293945,174826400.0,27.191726684570312,0.4500007629394531,0.015134978955175174
2015-02-09,29.959999084472656,29.607500076293945,29.637500762939453,29.93000030517578,155559200.0,27.372344970703125,0.35249900817871094,0.011777447530388212
2015-02-10,30.537500381469727,30.040000915527344,30.042499542236328,30.5049991607666,248034000.0,27.898208618164062,0.4974994659423828,0.016308784777225364
2015-02-11,31.229999542236328,30.625,30.6924991607666,31.219999313354492,294247200.0,28.552112579345703,0.6049995422363281,0.019378589223015674
2015-02-12,31.8700008392334,31.392499923706055,31.514999389648438,31.614999771118164,297898000.0,28.913358688354492,0.47750091552734375,0.015103619135988861
2015-02-13,31.81999969482422,31.412500381469727,31.81999969482422,31.770000457763672,217088800.0,29.055112838745117,0.4074993133544922,0.01282654414488405
